Date,Student Loan A,Student Loan A,Student Loan A,Student Loan A,Student Loan A,Parent Loan B,gdfs,345,345,Total Payment,Total Balance
2075-06-23,0,0,0,0,0,24.0,780.0,0,0,804.0,4.693285097453984e+71
2075-07-23,0,0,0,0,0,24.0,780.0,0,0,804.0,6.024120734677237e+71
2075-08-22,0,0,0,0,0,24.0,780.0,0,0,804.0,7.732330312866536e+71
2075-09-21,0,0,0,0,0,24.0,780.0,0,0,804.0,9.924922607062937e+71
2075-10-21,0,0,0,0,0,24.0,780.0,0,0,804.0,1.2739249976462976e+72
2075-11-20,0,0,0,0,0,24.0,780.0,0,0,804.0,1.6351612641021657e+72
2075-12-20,0,0,0,0,0,24.0,780.0,0,0,804.0,2.0988302800873004e+72
2076-01-19,0,0,0,0,0,24.0,780.0,0,0,804.0,2.6939780444408224e+72
2076-02-18,0,0,0,0,0,24.0,780.0,0,0,804.0,3.4578868871795213e+72
2076-03-19,0,0,0,0,0,24.0,780.0,0,0,804.0,4.438410977105769e+72
2076-04-18,0,0,0,0,0,24.0,780.0,0,0,804.0,5.696974089791926e+72
2076-05-18,0,0,0,0,0,24.0,780.0,0,0,804.0,7.31241742758224e+72
2076-06-17,0,0,0,0,0,24.0,780.0,0,0,804.0,9.385938533759669e+72
2076-07-17,0,0,0,0,0,24.0,780.0,0,0,804.0,1.2047430693332616e+73
2076-08-16,0,0,0,0,0,24.0,780.0,0,0,804.0,1.5463619944729672e+73
2076-09-15,0,0,0,0,0,24.0,780.0,0,0,804.0,1.9848509435906445e+73
2076-10-15,0,0,0,0,0,24.0,780.0,0,0,804.0,2.547678539923882e+73
2076-11-14,0,0,0,0,0,24.0,780.0,0,0,804.0,3.2701024546694214e+73
2076-12-14,0,0,0,0,0,24.0,780.0,0,0,804.0,4.197378082226367e+73
2077-01-13,0,0,0,0,0,24.0,780.0,0,0,804.0,5.3875935110220624e+73
2077-02-12,0,0,0,0,0,24.0,780.0,0,0,804.0,6.915308383325579e+73
2077-03-14,0,0,0,0,0,24.0,780.0,0,0,804.0,8.8762245961316e+73
2077-04-13,0,0,0,0,0,24.0,780.0,0,0,804.0,1.1393181433664807e+74
2077-05-13,0,0,0,0,0,24.0,780.0,0,0,804.0,1.4623850689512225e+74
2077-06-12,0,0,0,0,0,24.0,780.0,0,0,804.0,1.8770613830236926e+74
2077-07-12,0,0,0,0,0,24.0,780.0,0,0,804.0,2.4093239943742467e+74
2077-08-11,0,0,0,0,0,24.0,780.0,0,0,804.0,3.0925158667516014e+74
2077-09-10,0,0,0,0,0,24.0,780.0,0,0,804.0,3.969434749515412e+74
2077-10-10,0,0,0,0,0,24.0,780.0,0,0,804.0,5.095014192186221e+74
2077-11-09,0,0,0,0,0,24.0,780.0,0,0,804.0,6.53976479188834e+74
2077-12-09,0,0,0,0,0,24.0,780.0,0,0,804.0,8.394191246574486e+74
2078-01-08,0,0,0,0,0,24.0,780.0,0,0,804.0,1.077446191512369e+75
2078-02-07,0,0,0,0,0,24.0,780.0,0,0,804.0,1.3829686047220406e+75
2078-03-09,0,0,0,0,0,24.0,780.0,0,0,804.0,1.7751254556500714e+75
2078-04-08,0,0,0,0,0,24.0,780.0,0,0,804.0,2.278482947868653e+75
2078-05-08,0,0,0,0,0,24.0,780.0,0,0,804.0,2.9245733180177095e+75
2078-06-07,0,0,0,0,0,24.0,780.0,0,0,804.0,3.753870135592594e+75
2078-07-07,0,0,0,0,0,24.0,780.0,0,0,804.0,4.818323721986659e+75
2078-08-06,0,0,0,0,0,24.0,780.0,0,0,804.0,6.184615517125342e+75
2078-09-05,0,0,0,0,0,24.0,780.0,0,0,804.0,7.938335259652665e+75
2078-10-05,0,0,0,0,0,24.0,780.0,0,0,804.0,1.018934265519801e+76
2078-11-04,0,0,0,0,0,24.0,780.0,0,0,804.0,1.3078649408110323e+76
2078-12-04,0,0,0,0,0,24.0,780.0,0,0,804.0,1.67872527334238e+76
2079-01-03,0,0,0,0,0,24.0,780.0,0,0,804.0,2.1547473713997397e+76
2079-02-02,0,0,0,0,0,24.0,780.0,0,0,804.0,2.7657510780843234e+76
2079-03-04,0,0,0,0,0,24.0,780.0,0,0,804.0,3.550012000226043e+76
2079-04-03,0,0,0,0,0,24.0,780.0,0,0,804.0,4.5566592386463047e+76
2079-05-03,0,0,0,0,0,24.0,780.0,0,0,804.0,5.848753022755599e+76
2079-06-02,0,0,0,0,0,24.0,780.0,0,0,804.0,7.507235044276707e+76
2079-07-02,0,0,0,0,0,24.0,780.0,0,0,804.0,9.635998954092156e+76
2079-08-01,0,0,0,0,0,24.0,780.0,0,0,804.0,1.2368398657512808e+77
2079-08-31,0,0,0,0,0,24.0,780.0,0,0,804.0,1.5875602112451372e+77
2079-09-30,0,0,0,0,0,24.0,780.0,0,0,804.0,2.0377313944338267e+77
2079-10-30,0,0,0,0,0,24.0,780.0,0,0,804.0,2.615553858334926e+77
2079-11-29,0,0,0,0,0,24.0,780.0,0,0,804.0,3.3572246099449663e+77
2079-12-29,0,0,0,0,0,24.0,780.0,0,0,804.0,4.309204739066347e+77
2080-01-28,0,0,0,0,0,24.0,780.0,0,0,804.0,5.531129918500229e+77
2080-02-27,0,0,0,0,0,24.0,780.0,0,0,804.0,7.099546210458514e+77
2080-03-28,0,0,0,0,0,24.0,780.0,0,0,804.0,9.112705204383051e+77
2080-04-27,0,0,0,0,0,24.0,780.0,0,0,804.0,1.1696718871927286e+78
2080-05-27,0,0,0,0,0,24.0,780.0,0,0,804.0,1.5013459702734064e+78
2080-06-26,0,0,0,0,0,24.0,780.0,0,0,804.0,1.927070101570112e+78
2080-07-26,0,0,0,0,0,24.0,780.0,0,0,804.0,2.4735132673578013e+78
2080-08-25,0,0,0,0,0,24.0,780.0,0,0,804.0,3.174906755498986e+78
2080-09-24,0,0,0,0,0,24.0,780.0,0,0,804.0,4.075188534113082e+78
2080-10-24,0,0,0,0,0,24.0,780.0,0,0,804.0,5.230755693786243e+78
2080-11-23,0,0,0,0,0,24.0,780.0,0,0,804.0,6.713997376818781e+78
2080-12-23,0,0,0,0,0,24.0,780.0,0,0,804.0,8.617829509697531e+78
2081-01-22,0,0,0,0,0,24.0,780.0,0,0,804.0,1.1061515411762448e+79
2081-02-21,0,0,0,0,0,24.0,780.0,0,0,804.0,1.4198136905234814e+79
2081-03-23,0,0,0,0,0,24.0,780.0,0,0,804.0,1.822418394548633e+79
2081-04-22,0,0,0,0,0,24.0,780.0,0,0,804.0,2.3391863502631082e+79
2081-05-22,0,0,0,0,0,24.0,780.0,0,0,804.0,3.0024898769815513e+79
2081-06-21,0,0,0,0,0,24.0,780.0,0,0,804.0,3.8538808420982377e+79
2081-07-21,0,0,0,0,0,24.0,780.0,0,0,804.0,4.9466936288302036e+79
2081-08-20,0,0,0,0,0,24.0,780.0,0,0,804.0,6.349386205772467e+79
2081-09-19,0,0,0,0,0,24.0,780.0,0,0,804.0,8.149828595628495e+79
2081-10-19,0,0,0,0,0,24.0,780.0,0,0,804.0,1.0460807389183425e+80
2081-11-18,0,0,0,0,0,24.0,780.0,0,0,804.0,1.3427091128308038e+80
2081-12-18,0,0,0,0,0,24.0,780.0,0,0,804.0,1.7234499160581688e+80
2082-01-17,0,0,0,0,0,24.0,780.0,0,0,804.0,2.2121542073239782e+80
2082-02-16,0,0,0,0,0,24.0,780.0,0,0,804.0,2.8394362907706405e+80
2082-03-18,0,0,0,0,0,24.0,780.0,0,0,804.0,3.6445915129480685e+80
2082-04-17,0,0,0,0,0,24.0,780.0,0,0,804.0,4.678057873468959e+80
2082-05-17,0,0,0,0,0,24.0,780.0,0,0,804.0,6.004575654027965e+80
2082-06-16,0,0,0,0,0,24.0,780.0,0,0,804.0,7.707242997019456e+80
2082-07-16,0,0,0,0,0,24.0,780.0,0,0,804.0,9.892721490694836e+80
2082-08-15,0,0,0,0,0,24.0,780.0,0,0,804.0,1.2697917858604194e+81
2082-09-14,0,0,0,0,0,24.0,780.0,0,0,804.0,1.629856031987963e+81
2082-10-14,0,0,0,0,0,24.0,780.0,0,0,804.0,2.0920206876338646e+81
2082-11-13,0,0,0,0,0,24.0,780.0,0,0,804.0,2.68523751275744e+81
2082-12-13,0,0,0,0,0,24.0,780.0,0,0,804.0,3.4466678759640016e+81
2083-01-12,0,0,0,0,0,24.0,780.0,0,0,804.0,4.4240106846277664e+81
2083-02-11,0,0,0,0,0,24.0,780.0,0,0,804.0,5.678490426707146e+81
2083-03-13,0,0,0,0,0,24.0,780.0,0,0,804.0,7.288692506609036e+81
2083-04-12,0,0,0,0,0,24.0,780.0,0,0,804.0,9.355486135195435e+81
2083-05-12,0,0,0,0,0,24.0,780.0,0,0,804.0,1.200834316257277e+82
2083-06-11,0,0,0,0,0,24.0,780.0,0,0,804.0,1.541344868949409e+82
2083-07-11,0,0,0,0,0,24.0,780.0,0,0,804.0,1.9784111537062962e+82
2083-08-10,0,0,0,0,0,24.0,780.0,0,0,804.0,2.539412672633972e+82
2083-09-09,0,0,0,0,0,24.0,780.0,0,0,804.0,3.2594927044630574e+82
2083-10-09,0,0,0,0,0,24.0,780.0,0,0,804.0,4.183759813810801e+82
2083-11-08,0,0,0,0,0,24.0,780.0,0,0,804.0,5.3701136240283845e+82
2083-12-08,0,0,0,0,0,24.0,780.0,0,0,804.0,6.892871870841912e+82
2084-01-07,0,0,0,0,0,24.0,780.0,0,0,804.0,8.847425949286126e+82
2084-02-06,0,0,0,0,0,24.0,780.0,0,0,804.0,1.1356216595179588e+83
2084-03-07,0,0,0,0,0,24.0,780.0,0,0,804.0,1.4576404040662018e+83
2084-04-06,0,0,0,0,0,24.0,780.0,0,0,804.0,1.870971313164426e+83
2084-05-06,0,0,0,0,0,24.0,780.0,0,0,804.0,2.4015070142946125e+83
2084-06-05,0,0,0,0,0,24.0,780.0,0,0,804.0,3.082482290950756e+83
2084-07-05,0,0,0,0,0,24.0,780.0,0,0,804.0,3.9565560364669294e+83
2084-08-04,0,0,0,0,0,24.0,780.0,0,0,804.0,5.078483570095223e+83
2084-09-03,0,0,0,0,0,24.0,780.0,0,0,804.0,6.518546719423595e+83
2084-10-03,0,0,0,0,0,24.0,780.0,0,0,804.0,8.366956542602615e+83
2084-11-02,0,0,0,0,0,24.0,780.0,0,0,804.0,1.0739504493724177e+84
2084-12-02,0,0,0,0,0,24.0,780.0,0,0,804.0,1.3784816041944595e+84
2085-01-01,0,0,0,0,0,24.0,780.0,0,0,804.0,1.769366113876998e+84
2085-01-31,0,0,0,0,0,24.0,780.0,0,0,804.0,2.271090477674996e+84
2085-03-02,0,0,0,0,0,24.0,780.0,0,0,804.0,2.9150846268239333e+84
2085-04-01,0,0,0,0,0,24.0,780.0,0,0,804.0,3.7416908155260623e+84
2085-05-01,0,0,0,0,0,24.0,780.0,0,0,804.0,4.802690813901261e+84
2085-05-31,0,0,0,0,0,24.0,780.0,0,0,804.0,6.164549715925317e+84
2085-06-30,0,0,0,0,0,24.0,780.0,0,0,804.0,7.912579566879482e+84
2085-07-30,0,0,0,0,0,24.0,780.0,0,0,804.0,1.0156283635843936e+85
2085-08-29,0,0,0,0,0,24.0,780.0,0,0,804.0,1.3036216118884615e+85
2085-09-28,0,0,0,0,0,24.0,780.0,0,0,804.0,1.6732786990951897e+85
2085-10-28,0,0,0,0,0,24.0,780.0,0,0,804.0,2.1477563576057434e+85
2085-11-27,0,0,0,0,0,24.0,780.0,0,0,804.0,2.756777680926824e+85
2085-12-27,0,0,0,0,0,24.0,780.0,0,0,804.0,3.538494091819773e+85
2086-01-26,0,0,0,0,0,24.0,780.0,0,0,804.0,4.541875293198804e+85
2086-02-25,0,0,0,0,0,24.0,780.0,0,0,804.0,5.8297769174346295e+85
2086-03-27,0,0,0,0,0,24.0,780.0,0,0,804.0,7.482878043337326e+85
2086-04-26,0,0,0,0,0,24.0,780.0,0,0,804.0,9.604735241927499e+85
2086-05-26,0,0,0,0,0,24.0,780.0,0,0,804.0,1.2328269755734338e+86
2086-06-25,0,0,0,0,0,24.0,780.0,0,0,804.0,1.582409419331928e+86
2086-07-25,0,0,0,0,0,24.0,780.0,0,0,804.0,2.0311200354986529e+86
2086-08-24,0,0,0,0,0,24.0,780.0,0,0,804.0,2.6070677715921063e+86
2086-09-23,0,0,0,0,0,24.0,780.0,0,0,804.0,3.3463321944956214e+86
2086-10-23,0,0,0,0,0,24.0,780.0,0,0,804.0,4.295223652386846e+86
2086-11-22,0,0,0,0,0,24.0,780.0,0,0,804.0,5.51318433189928e+86
2086-12-22,0,0,0,0,0,24.0,780.0,0,0,804.0,7.076511943821405e+86
2087-01-21,0,0,0,0,0,24.0,780.0,0,0,804.0,9.083139303233776e+86
2087-02-20,0,0,0,0,0,24.0,780.0,0,0,804.0,1.1658769215246642e+87
2087-03-22,0,0,0,0,0,24.0,780.0,0,0,804.0,1.4964748979022059e+87
2087-04-21,0,0,0,0,0,24.0,780.0,0,0,804.0,1.9208177799100917e+87
2087-05-21,0,0,0,0,0,24.0,780.0,0,0,804.0,2.4654880270900765e+87
2087-06-20,0,0,0,0,0,24.0,780.0,0,0,804.0,3.1646058649087694e+87
2087-07-20,0,0,0,0,0,24.0,780.0,0,0,804.0,4.061966706054133e+87
2087-08-19,0,0,0,0,0,24.0,780.0,0,0,804.0,5.213784662428387e+87
2087-09-18,0,0,0,0,0,24.0,780.0,0,0,804.0,6.692214011911505e+87
2087-10-18,0,0,0,0,0,24.0,780.0,0,0,804.0,8.589869218028876e+87
2087-11-17,0,0,0,0,0,24.0,780.0,0,0,804.0,1.1025626653826105e+88
2087-12-17,0,0,0,0,0,24.0,780.0,0,0,804.0,1.4152071472102823e+88
2088-01-16,0,0,0,0,0,24.0,780.0,0,0,804.0,1.816505612241143e+88
2088-02-15,0,0,0,0,0,24.0,780.0,0,0,804.0,2.3315969296848644e+88
2088-03-16,0,0,0,0,0,24.0,780.0,0,0,804.0,2.9927483878283808e+88
2088-04-15,0,0,0,0,0,24.0,780.0,0,0,804.0,3.841377040267387e+88
2088-05-15,0,0,0,0,0,24.0,780.0,0,0,804.0,4.930644228398003e+88
2088-06-14,0,0,0,0,0,24.0,780.0,0,0,804.0,6.328785810971135e+88
2088-07-14,0,0,0,0,0,24.0,780.0,0,0,804.0,8.123386719013635e+88
2088-08-13,0,0,0,0,0,24.0,780.0,0,0,804.0,1.0426867610569556e+89
2088-09-12,0,0,0,0,0,24.0,780.0,0,0,804.0,1.3383527330279004e+89
2088-10-12,0,0,0,0,0,24.0,780.0,0,0,804.0,1.7178582340371818e+89
2088-11-11,0,0,0,0,0,24.0,780.0,0,0,804.0,2.2049769387573142e+89
2088-12-11,0,0,0,0,0,24.0,780.0,0,0,804.0,2.830223824130964e+89
2089-01-10,0,0,0,0,0,24.0,780.0,0,0,804.0,3.6327667441242644e+89
2089-02-09,0,0,0,0,0,24.0,780.0,0,0,804.0,4.662880053759501e+89
2089-03-11,0,0,0,0,0,24.0,780.0,0,0,804.0,5.985093986811854e+89
2089-04-10,0,0,0,0,0,24.0,780.0,0,0,804.0,7.682237076222887e+89
2089-05-10,0,0,0,0,0,24.0,780.0,0,0,804.0,9.860624849891569e+89
2089-06-09,0,0,0,0,0,24.0,780.0,0,0,804.0,1.265671984157315e+90
2089-07-09,0,0,0,0,0,24.0,780.0,0,0,804.0,1.6245680125416497e+90
2089-08-08,0,0,0,0,0,24.0,780.0,0,0,804.0,2.0852331887007202e+90
2089-09-07,0,0,0,0,0,24.0,780.0,0,0,804.0,2.6765253394692807e+90
2089-10-07,0,0,0,0,0,24.0,780.0,0,0,804.0,3.435485264496871e+90
2089-11-06,0,0,0,0,0,24.0,780.0,0,0,804.0,4.409657113470641e+90
2089-12-06,0,0,0,0,0,24.0,780.0,0,0,804.0,5.660066733317796e+90
2090-01-05,0,0,0,0,0,24.0,780.0,0,0,804.0,7.265044560436677e+90
2090-02-04,0,0,0,0,0,24.0,780.0,0,0,804.0,9.325132538533104e+90
2090-03-06,0,0,0,0,0,24.0,780.0,0,0,804.0,1.1969382450144546e+91
2090-04-05,0,0,0,0,0,24.0,780.0,0,0,804.0,1.5363440213404711e+91
2090-05-05,0,0,0,0,0,24.0,780.0,0,0,804.0,1.9719922575287967e+91
2090-06-04,0,0,0,0,0,24.0,780.0,0,0,804.0,2.5311736237047704e+91
2090-07-04,0,0,0,0,0,24.0,780.0,0,0,804.0,3.2489173772758492e+91
2090-08-03,0,0,0,0,0,24.0,780.0,0,0,804.0,4.170185729462289e+91
2090-09-02,0,0,0,0,0,24.0,780.0,0,0,804.0,5.352690450008445e+91
2090-10-02,0,0,0,0,0,24.0,780.0,0,0,804.0,6.870508152956044e+91
2090-11-01,0,0,0,0,0,24.0,780.0,0,0,804.0,8.818720738794264e+91
2090-12-01,0,0,0,0,0,24.0,780.0,0,0,804.0,1.1319371688014008e+92
2090-12-31,0,0,0,0,0,24.0,780.0,0,0,804.0,1.4529111331053598e+92
2091-01-30,0,0,0,0,0,24.0,780.0,0,0,804.0,1.8649010023557837e+92
2091-03-01,0,0,0,0,0,24.0,780.0,0,0,804.0,2.3937153961744785e+92
2091-03-31,0,0,0,0,0,24.0,780.0,0,0,804.0,3.072481268788337e+92
2091-04-30,0,0,0,0,0,24.0,780.0,0,0,804.0,3.943719108020099e+92
2091-05-30,0,0,0,0,0,24.0,780.0,0,0,804.0,5.062006581116209e+92
2091-06-29,0,0,0,0,0,24.0,780.0,0,0,804.0,6.497397488364229e+92
2091-07-29,0,0,0,0,0,24.0,780.0,0,0,804.0,8.339810200818196e+92
2091-08-28,0,0,0,0,0,24.0,780.0,0,0,804.0,1.0704660490639245e+93
2091-09-27,0,0,0,0,0,24.0,780.0,0,0,804.0,1.3740091616067086e+93
2091-10-27,0,0,0,0,0,24.0,780.0,0,0,804.0,1.763625458117104e+93
2091-11-26,0,0,0,0,0,24.0,780.0,0,0,804.0,2.263721992131132e+93
2091-12-26,0,0,0,0,0,24.0,780.0,0,0,804.0,2.905626721406672e+93
2092-01-25,0,0,0,0,0,24.0,780.0,0,0,804.0,3.7295510109014407e+93
2092-02-24,0,0,0,0,0,24.0,780.0,0,0,804.0,4.787108626321438e+93
2092-03-25,0,0,0,0,0,24.0,780.0,0,0,804.0,6.144549017620805e+93
2092-04-24,0,0,0,0,0,24.0,780.0,0,0,804.0,7.886907437685882e+93
2092-05-24,0,0,0,0,0,24.0,780.0,0,0,804.0,1.012333187549544e+94
2092-06-23,0,0,0,0,0,24.0,780.0,0,0,804.0,1.2993920503204422e+94
2092-07-23,0,0,0,0,0,24.0,780.0,0,0,804.0,1.6678497960962387e+94
2092-08-22,0,0,0,0,0,24.0,780.0,0,0,804.0,2.1407880259481858e+94
2092-09-21,0,0,0,0,0,24.0,780.0,0,0,804.0,2.7478333976896574e+94
2092-10-21,0,0,0,0,0,24.0,780.0,0,0,804.0,3.527013552924944e+94
2092-11-20,0,0,0,0,0,24.0,780.0,0,0,804.0,4.527139313822839e+94
2092-12-20,0,0,0,0,0,24.0,780.0,0,0,804.0,5.810862379523287e+94
2093-01-19,0,0,0,0,0,24.0,780.0,0,0,804.0,7.458600067963452e+94
2093-02-18,0,0,0,0,0,24.0,780.0,0,0,804.0,9.573572963947609e+94
2093-03-20,0,0,0,0,0,24.0,780.0,0,0,804.0,1.2288271050984808e+95
2093-04-19,0,0,0,0,0,24.0,780.0,0,0,804.0,1.5772753390099676e+95
2093-05-19,0,0,0,0,0,24.0,780.0,0,0,804.0,2.024530126921013e+95
2093-06-18,0,0,0,0,0,24.0,780.0,0,0,804.0,2.598609217705465e+95
2093-07-18,0,0,0,0,0,24.0,780.0,0,0,804.0,3.335475119164412e+95
2093-08-17,0,0,0,0,0,24.0,780.0,0,0,804.0,4.2812879269274717e+95
2093-09-16,0,0,0,0,0,24.0,780.0,0,0,804.0,5.495296969220604e+95
2093-10-16,0,0,0,0,0,24.0,780.0,0,0,804.0,7.053552411177679e+95
2093-11-15,0,0,0,0,0,24.0,780.0,0,0,804.0,9.053669327771898e+95
2093-12-15,0,0,0,0,0,24.0,780.0,0,0,804.0,1.1620942685098998e+96
2094-01-14,0,0,0,0,0,24.0,780.0,0,0,804.0,1.4916196295805152e+96
2094-02-13,0,0,0,0,0,24.0,780.0,0,0,804.0,1.9145857437218395e+96
2094-03-15,0,0,0,0,0,24.0,780.0,0,0,804.0,2.4574888244758403e+96
2094-04-14,0,0,0,0,0,24.0,780.0,0,0,804.0,3.1543383952518664e+96
2094-05-14,0,0,0,0,0,24.0,780.0,0,0,804.0,4.048787775823286e+96
2094-06-13,0,0,0,0,0,24.0,780.0,0,0,804.0,5.196868693077286e+96
2094-07-13,0,0,0,0,0,24.0,780.0,0,0,804.0,6.670501322484133e+96
2094-08-12,0,0,0,0,0,24.0,780.0,0,0,804.0,8.561999642695387e+96
2094-09-11,0,0,0,0,0,24.0,780.0,0,0,804.0,1.098985433589805e+97
2094-10-11,0,0,0,0,0,24.0,780.0,0,0,804.0,1.410615549689928e+97
2094-11-10,0,0,0,0,0,24.0,780.0,0,0,804.0,1.8106120137800854e+97
2094-12-10,0,0,0,0,0,24.0,780.0,0,0,804.0,2.3240321327560822e+97
2095-01-09,0,0,0,0,0,24.0,780.0,0,0,804.0,2.9830385046471906e+97
2095-02-08,0,0,0,0,0,24.0,780.0,0,0,804.0,3.828913806649887e+97
2095-03-10,0,0,0,0,0,24.0,780.0,0,0,804.0,4.914646899768416e+97
2095-04-09,0,0,0,0,0,24.0,780.0,0,0,804.0,6.308252253538364e+97
2095-05-09,0,0,0,0,0,24.0,780.0,0,0,804.0,8.097030632281435e+97
2095-06-08,0,0,0,0,0,24.0,780.0,0,0,804.0,1.03930379485585e+98
2095-07-08,0,0,0,0,0,24.0,780.0,0,0,804.0,1.3340104873697691e+98
2095-08-07,0,0,0,0,0,24.0,780.0,0,0,804.0,1.7122846940622927e+98
2095-09-06,0,0,0,0,0,24.0,780.0,0,0,804.0,2.197822956625162e+98
2095-10-06,0,0,0,0,0,24.0,780.0,0,0,804.0,2.821041247065448e+98
2095-11-05,0,0,0,0,0,24.0,780.0,0,0,804.0,3.620980340411404e+98
2095-12-05,0,0,0,0,0,24.0,780.0,0,0,804.0,4.647751478034912e+98
2096-01-04,0,0,0,0,0,24.0,780.0,0,0,804.0,5.965675527285907e+98
2096-02-03,0,0,0,0,0,24.0,780.0,0,0,804.0,7.657312286393007e+98
2096-03-04,0,0,0,0,0,24.0,780.0,0,0,804.0,9.82863234568527e+98
2096-04-03,0,0,0,0,0,24.0,780.0,0,0,804.0,1.2615655490283697e+99
2096-05-03,0,0,0,0,0,24.0,780.0,0,0,804.0,1.6192971499172361e+99
2096-06-02,0,0,0,0,0,24.0,780.0,0,0,804.0,2.0784677116060963e+99
2096-07-02,0,0,0,0,0,24.0,780.0,0,0,804.0,2.667841432568373e+99
2096-08-01,0,0,0,0,0,24.0,780.0,0,0,804.0,3.4243389346802265e+99
2096-08-31,0,0,0,0,0,24.0,780.0,0,0,804.0,4.395350112048455e+99
2096-09-30,0,0,0,0,0,24.0,780.0,0,0,804.0,5.641702815053975e+99
2096-10-30,0,0,0,0,0,24.0,780.0,0,0,804.0,7.241473339322706e+99
2096-11-29,0,0,0,0,0,24.0,780.0,0,0,804.0,9.294877423212844e+99
2096-12-29,0,0,0,0,0,24.0,780.0,0,0,804.0,1.1930548144589638e+100
2097-01-28,0,0,0,0,0,24.0,780.0,0,0,804.0,1.531359398832944e+100
2097-02-27,0,0,0,0,0,24.0,780.0,0,0,804.0,1.965594187269135e+100
2097-03-29,0,0,0,0,0,24.0,780.0,0,0,804.0,2.5229613061249035e+100
2097-04-28,0,0,0,0,0,24.0,780.0,0,0,804.0,3.238376361423335e+100
2097-05-28,0,0,0,0,0,24.0,780.0,0,0,804.0,4.156655685826938e+100
2097-06-27,0,0,0,0,0,24.0,780.0,0,0,804.0,5.335323804958686e+100
2097-07-27,0,0,0,0,0,24.0,780.0,0,0,804.0,6.8482169934880665e+100
2097-08-26,0,0,0,0,0,24.0,780.0,0,0,804.0,8.790108661504546e+100
2097-09-25,0,0,0,0,0,24.0,780.0,0,0,804.0,1.1282646323054465e+101
2097-10-25,0,0,0,0,0,24.0,780.0,0,0,804.0,1.448197206123566e+101
2097-11-24,0,0,0,0,0,24.0,780.0,0,0,804.0,1.8588503864901118e+101
2097-12-24,0,0,0,0,0,24.0,780.0,0,0,804.0,2.3859490577277188e+101
2098-01-23,0,0,0,0,0,24.0,780.0,0,0,804.0,3.062512694645031e+101
2098-02-22,0,0,0,0,0,24.0,780.0,0,0,804.0,3.93092382860602e+101
2098-03-24,0,0,0,0,0,24.0,780.0,0,0,804.0,5.045583051238138e+101
2098-04-23,0,0,0,0,0,24.0,780.0,0,0,804.0,6.47631687535635e+101
2098-05-23,0,0,0,0,0,24.0,780.0,0,0,804.0,8.31275193453274e+101
2098-06-22,0,0,0,0,0,24.0,780.0,0,0,804.0,1.0669929537886544e+102
2098-07-22,0,0,0,0,0,24.0,780.0,0,0,804.0,1.3695512297259852e+102
2098-08-21,0,0,0,0,0,24.0,780.0,0,0,804.0,1.7579034277441754e+102
2098-09-20,0,0,0,0,0,24.0,780.0,0,0,804.0,2.2563774134195786e+102
2098-10-20,0,0,0,0,0,24.0,780.0,0,0,804.0,2.8961995018823907e+102
2098-11-19,0,0,0,0,0,24.0,780.0,0,0,804.0,3.717450593512055e+102
2098-12-19,0,0,0,0,0,24.0,780.0,0,0,804.0,4.771576994686022e+102
2099-01-18,0,0,0,0,0,24.0,780.0,0,0,804.0,6.124613210987401e+102
2099-02-17,0,0,0,0,0,24.0,780.0,0,0,804.0,7.861318600952321e+102
2099-03-19,0,0,0,0,0,24.0,780.0,0,0,804.0,1.009048702615387e+103
2099-04-18,0,0,0,0,0,24.0,780.0,0,0,804.0,1.2951762114392024e+103
2099-05-18,0,0,0,0,0,24.0,780.0,0,0,804.0,1.6624385070116885e+103
2099-06-17,0,0,0,0,0,24.0,780.0,0,0,804.0,2.133842302835551e+103
2099-07-17,0,0,0,0,0,24.0,780.0,0,0,804.0,2.738918133913577e+103
2099-08-16,0,0,0,0,0,24.0,780.0,0,0,804.0,3.51557026229729e+103
2099-09-15,0,0,0,0,0,24.0,780.0,0,0,804.0,4.512451144893919e+103
2099-10-15,0,0,0,0,0,24.0,780.0,0,0,804.0,5.792009209267948e+103
2099-11-14,0,0,0,0,0,24.0,780.0,0,0,804.0,7.434400861758996e+103
2099-12-14,0,0,0,0,0,24.0,780.0,0,0,804.0,9.5425117910523e+103
2100-01-13,0,0,0,0,0,24.0,780.0,0,0,804.0,1.2248402120843842e+104
2100-02-12,0,0,0,0,0,24.0,780.0,0,0,804.0,1.5721579160589974e+104
2100-03-14,0,0,0,0,0,24.0,780.0,0,0,804.0,2.017961599105864e+104
2100-04-13,0,0,0,0,0,24.0,780.0,0,0,804.0,2.5901781073454718e+104
2100-05-13,0,0,0,0,0,24.0,780.0,0,0,804.0,3.3246532692913796e+104
2100-06-12,0,0,0,0,0,24.0,780.0,0,0,804.0,4.2673974155150993e+104
2100-07-12,0,0,0,0,0,24.0,780.0,0,0,804.0,5.477467641558422e+104
2100-08-11,0,0,0,0,0,24.0,780.0,0,0,804.0,7.030667370055125e+104
2100-09-10,0,0,0,0,0,24.0,780.0,0,0,804.0,9.024294966769387e+104
2100-10-10,0,0,0,0,0,24.0,780.0,0,0,804.0,1.1583238882003994e+105
2100-11-09,0,0,0,0,0,24.0,780.0,0,0,804.0,1.4867801140325673e+105
2100-12-09,0,0,0,0,0,24.0,780.0,0,0,804.0,1.9083739271897475e+105
2101-01-08,0,0,0,0,0,24.0,780.0,0,0,804.0,2.449515575036703e+105
2101-02-07,0,0,0,0,0,24.0,780.0,0,0,804.0,3.144104238095056e+105
